request_rate,ip_entropy,inter_arrival_mean,inter_arrival_std,http_method_ratio,unique_path_ratio,unique_ip_count,post_ratio,label
4.2,4.011365041826378,0.2415989398956299,0.2225189495837764,1.0,0.5714285714285714,17,0.0,0
4.0,3.9219280948873623,0.24895099589699193,0.23263491365425307,0.95,0.6,16,0.05,0
4.2,4.011365041826378,0.2035242199897766,0.17353173918978712,0.9523809523809523,0.6190476190476191,17,0.047619047619047616,0
5.2,4.1619781796795525,0.1976937770843506,0.20425394953924836,0.8461538461538461,0.46153846153846156,19,0.15384615384615385,0
5.0,4.243856189774722,0.19578614830970764,0.20590454567819122,0.84,0.48,20,0.16,0
4.0,4.1219280948873624,0.22597842467458626,0.2544208488276004,0.8,0.5,18,0.2,0
3.4,3.969815782426811,0.2505234181880951,0.2696896955820547,0.8235294117647058,0.5294117647058824,16,0.17647058823529413,0
3.8,3.826874881864637,0.23471089204152426,0.2964801778855568,0.7368421052631579,0.5263157894736842,15,0.2631578947368421,0
2.8,3.2359263506290334,0.32140174278846156,0.3429766329460341,0.8571428571428571,0.7142857142857143,10,0.14285714285714285,0
3.4,3.734521664779752,0.26178106665611267,0.27473588152371053,0.7647058823529411,0.5294117647058824,14,0.23529411764705882,0
4.0,3.9219280948873623,0.25357733274761,0.26004328650540615,0.8,0.55,16,0.2,0
5.0,4.163856189774723,0.202280193567276,0.17416039562809435,0.84,0.52,19,0.16,0
4.2,3.9161269465882826,0.24184192419052125,0.17362549654015566,0.9047619047619048,0.5238095238095238,16,0.09523809523809523,0
5.4,4.014146761422729,0.1885275015464196,0.16068360453729094,0.8888888888888888,0.5555555555555556,17,0.1111111111111111,0
4.8,4.251629167387823,0.1832214749377707,0.16150103404816418,0.9166666666666666,0.6666666666666666,20,0.08333333333333333,0
5.4,4.162294909570877,0.18707285477564886,0.18608066238256463,0.9259259259259259,0.5555555555555556,19,0.07407407407407407,0
5.0,4.003856189774724,0.18794714411099753,0.19634428604039442,0.92,0.6,17,0.08,0
5.6,4.021640636343319,0.16724607679578993,0.1663440460493233,0.9285714285714286,0.6071428571428571,17,0.07142857142857142,0
4.6,4.001822825622231,0.21437795595689255,0.17779377753556344,0.9130434782608695,0.5652173913043478,17,0.08695652173913043,0
4.8,4.084962500721157,0.1940245835677437,0.14449145423920678,0.9166666666666666,0.5,18,0.08333333333333333,0
4.2,3.9161269465882826,0.2451306939125061,0.1964133879220269,0.9047619047619048,0.5238095238095238,16,0.09523809523809523,0
114.6,7.087429821389596,0.008682289323606691,0.019205093517237155,0.7329842931937173,0.055846422338568937,150,0.2670157068062827,0
134.0,7.1673118870098245,0.0074515895102234345,0.011369217238351893,0.7164179104477612,0.04776119402985075,150,0.2835820895522388,0
152.6,7.197874913243649,0.006551889296904636,0.009763911942541944,0.7182175622542595,0.04193971166448231,150,0.2817824377457405,0
163.8,7.207129661940101,0.006097712843225754,0.00886574112840467,0.7057387057387058,0.03907203907203907,150,0.29426129426129427,0
167.8,7.209248034916527,0.005959936144243846,0.008494251043030705,0.6948748510131109,0.03814064362336114,150,0.30512514898688914,0
165.6,7.204597184448552,0.006016288443661082,0.008337315705444586,0.6932367149758454,0.03864734299516908,150,0.30676328502415456,0
165.2,7.204567548753102,0.00603955500053637,0.008380478477562726,0.7033898305084746,0.0387409200968523,150,0.2966101694915254,0
164.8,7.208000376870746,0.006051133643668304,0.008301301183421771,0.6978155339805825,0.038834951456310676,150,0.30218446601941745,0
165.2,7.20642750434193,0.005990536429665305,0.008077639777235293,0.7058111380145279,0.0387409200968523,150,0.29418886198547217,0
166.2,7.204466933676734,0.0059848670499870575,0.008136895162522187,0.7099879663056559,0.03850782190132371,150,0.29001203369434414,0
166.8,7.204595510775917,0.005959011354938704,0.008073534822208798,0.7218225419664268,0.03836930455635491,150,0.27817745803357313,0
166.8,7.20071953860257,0.005961078412535669,0.008057924588599675,0.7326139088729017,0.03836930455635491,150,0.2673860911270983,0
166.8,7.207198814647143,0.005976708424763949,0.008136259786798756,0.7230215827338129,0.03836930455635491,150,0.27697841726618705,0
169.0,7.204811949732891,0.005881222785931628,0.008129524009559776,0.7266272189349112,0.0378698224852071,150,0.2733727810650888,0
168.8,7.207320827633405,0.005908474520573553,0.008321022001940105,0.7191943127962085,0.037914691943127965,150,0.28080568720379145,0
166.6,7.207858342226868,0.005967109535749142,0.008544390083741076,0.6998799519807923,0.03841536614645858,150,0.30012004801920766,0
167.0,7.207435960526954,0.005982102535897308,0.008763861643906287,0.6874251497005988,0.03832335329341317,150,0.3125748502994012,0
164.8,7.210171326763751,0.0060566045244293395,0.009024108126658848,0.6953883495145631,0.038834951456310676,150,0.30461165048543687,0
164.2,7.206871539141777,0.006091676398021419,0.00878356681799811,0.6930572472594397,0.0389768574908648,150,0.30694275274056027,0
164.2,7.2037926867873345,0.006083677745446926,0.00850236661331046,0.6894031668696712,0.0389768574908648,150,0.3105968331303289,0
165.2,7.203659752692037,0.006024128595987956,0.008451170716352817,0.6961259079903148,0.0387409200968523,150,0.30387409200968524,0
165.8,7.204047938385836,0.006010388118633326,0.008356644111711962,0.7056694813027744,0.038600723763570564,150,0.2943305186972256,0
168.8,7.2058986007660595,0.005921327346584551,0.00817942419915938,0.7061611374407583,0.037914691943127965,150,0.2938388625592417,0
167.4,7.2072017449728145,0.0059793848170047745,0.008374895322821192,0.7001194743130227,0.038231780167264036,150,0.2998805256869773,0
167.6,7.208065862445359,0.0059705036942676835,0.008452905532857673,0.720763723150358,0.03818615751789976,150,0.27923627684964203,0
166.4,7.202579448940215,0.0059695011441888365,0.008341288979760527,0.7283653846153846,0.038461538461538464,150,0.27163461538461536,0
168.6,7.204884935987393,0.005926607906676811,0.00835060712113871,0.734282325029656,0.03795966785290629,150,0.265717674970344,0
167.0,7.208836153566908,0.0059648909443002236,0.008204498050812813,0.7401197604790419,0.03832335329341317,150,0.25988023952095807,0
168.0,7.203778255525594,0.005937456374230913,0.008398848060875068,0.7464285714285714,0.0380952380952381,150,0.25357142857142856,0
168.4,7.206385909734269,0.0059109389002342996,0.008340026194025412,0.7399049881235155,0.03800475059382423,150,0.26009501187648454,0
170.0,7.206927303578172,0.005856759416200528,0.008185105105316873,0.7305882352941176,0.03764705882352941,150,0.26941176470588235,0
167.8,7.209239732956982,0.005943323092130602,0.008465364975425311,0.7103694874851013,0.03814064362336114,150,0.2896305125148987,0
167.8,7.206982419549455,0.005945799174342918,0.008732128544875414,0.7044100119189511,0.03814064362336114,150,0.29558998808104886,0
167.6,7.206910010805967,0.005962252474457845,0.00862176387467534,0.7088305489260143,0.03818615751789976,150,0.2911694510739857,0
165.0,7.2105052540486145,0.006047345480872589,0.008738335729474155,0.7018181818181818,0.03878787878787879,150,0.29818181818181816,0
165.4,7.209533582869578,0.006029235825988917,0.008706106000605073,0.6880290205562273,0.03869407496977025,150,0.31197097944377267,0
163.4,7.202210923957455,0.006116421783671659,0.008644105299082086,0.6976744186046512,0.03916768665850673,150,0.3023255813953488,0
165.8,7.202872401361268,0.00600738571461848,0.008283614064241636,0.715319662243667,0.038600723763570564,150,0.28468033775633295,0
164.0,7.198908702474434,0.006079568094386286,0.008370109007228769,0.7146341463414634,0.03902439024390244,150,0.28536585365853656,0
166.4,7.201034150826263,0.006003099514976162,0.008397859661967225,0.7247596153846154,0.038461538461538464,150,0.27524038461538464,0
167.8,7.202780511527288,0.005942905148344563,0.008523671541927102,0.7294398092967819,0.03814064362336114,150,0.27056019070321813,0
166.6,7.20276048969194,0.005986096480718026,0.008563269135196784,0.7334933973589436,0.03841536614645858,150,0.2665066026410564,0
166.0,7.203191435135723,0.006011825131277124,0.008800120889805281,0.7144578313253012,0.03855421686746988,150,0.2855421686746988,0
165.8,7.205889517731536,0.006032925872987019,0.008763110157912478,0.7129071170084439,0.038600723763570564,150,0.2870928829915561,0
164.8,7.205591955447316,0.006061554534467138,0.008830181313102333,0.7135922330097088,0.038834951456310676,150,0.28640776699029125,0
161.8,7.206476359785249,0.0061486862083472826,0.008832513210913384,0.73053152039555,0.03955500618046971,150,0.2694684796044499,0
166.8,7.206850500431971,0.00597257259226933,0.008677242793653391,0.7302158273381295,0.03836930455635491,150,0.2697841726618705,0
169.0,7.203531591518169,0.005896842592700398,0.008592822338534452,0.7325443786982249,0.0378698224852071,150,0.26745562130177514,0
170.2,7.203397380851384,0.005865104338702034,0.00871593402721594,0.7250293772032902,0.03760282021151586,150,0.27497062279670975,0
169.8,7.201017872159901,0.005866376015375245,0.00865449718588961,0.7243816254416962,0.03769140164899882,150,0.2756183745583039,0
170.0,7.201518418606618,0.005878651240408351,0.008477365508347934,0.7223529411764706,0.03764705882352941,150,0.2776470588235294,0
167.6,7.206521013618378,0.005948652360886514,0.008357287744671111,0.720763723150358,0.03818615751789976,150,0.27923627684964203,0
165.6,7.207316259373849,0.006003004463869254,0.008287383387771534,0.7294685990338164,0.03864734299516908,150,0.27053140096618356,0
167.0,7.20852129105513,0.005991149005844153,0.008000931591239591,0.7365269461077845,0.03832335329341317,150,0.2634730538922156,0
165.8,7.205657122333564,0.006029161278176423,0.008066791759686111,0.7322074788902292,0.038600723763570564,150,0.2677925211097708,0
168.6,7.207930212332175,0.0059051321124803996,0.008154000706551553,0.7236061684460261,0.03795966785290629,150,0.2763938315539739,0
167.6,7.206249623869469,0.005934057554748608,0.008336293815438125,0.7159904534606205,0.03818615751789976,150,0.2840095465393795,0
164.6,7.205278111344316,0.006077661711514141,0.008453108511401653,0.7108140947752126,0.038882138517618466,150,0.2891859052247874,0
162.4,7.206771888040872,0.006164657202366689,0.008868649813574216,0.7032019704433498,0.03940886699507389,150,0.29679802955665024,0
164.6,7.205390724349857,0.006064477918211851,0.008952675734468906,0.6998784933171325,0.038882138517618466,150,0.3001215066828676,0
163.2,7.210647315026674,0.0061152920401169476,0.00907511799429696,0.6973039215686274,0.0392156862745098,150,0.30269607843137253,0
163.8,7.209441425389441,0.006111472626478573,0.009056632699718478,0.6984126984126984,0.03907203907203907,150,0.30158730158730157,0
164.2,7.209361902043878,0.006078784349488049,0.009132914992931788,0.7125456760048721,0.0389768574908648,150,0.2874543239951279,0
166.2,7.204298513531223,0.006019672715520284,0.008913089752128546,0.7123947051744886,0.03850782190132371,150,0.28760529482551145,0
167.6,7.20759113537424,0.005971501235323852,0.008574047645444595,0.7016706443914081,0.03818615751789976,150,0.29832935560859186,0
165.4,7.203929576425522,0.006050508478363259,0.008487116353731228,0.7097944377267231,0.03869407496977025,150,0.29020556227327693,0
163.8,7.2017339353023,0.006072028050504279,0.008378172193531786,0.7167277167277167,0.03907203907203907,150,0.28327228327228327,0
167.0,7.20624305535616,0.005981314954140203,0.008255886728973065,0.7017964071856287,0.03832335329341317,150,0.29820359281437125,0
164.0,7.2063053631142155,0.006053753970452426,0.008319736106529215,0.7036585365853658,0.03902439024390244,150,0.29634146341463413,0
161.0,7.204088791018114,0.0061975222321885145,0.008819060752132556,0.7130434782608696,0.03975155279503106,150,0.28695652173913044,0
162.2,7.207367343064502,0.006155880880944523,0.008728067136032665,0.7225647348951911,0.03945745992601726,150,0.27743526510480887,0
163.0,7.2048101295930795,0.006119136435393913,0.00865831007983131,0.7276073619631902,0.0392638036809816,150,0.2723926380368098,0
162.8,7.204753330340149,0.006128321421249033,0.008781892823651221,0.7248157248157249,0.03931203931203931,150,0.2751842751842752,0
159.6,7.208616368536359,0.006208324372544044,0.00845440636010229,0.7380952380952381,0.040100250626566414,150,0.2619047619047619,0
161.4,7.205542906065981,0.006188729856505287,0.008448693076361816,0.7311028500619579,0.03965303593556382,150,0.26889714993804215,0
161.8,7.205725865572373,0.006166977162408356,0.008373635144787108,0.7181705809641533,0.03955500618046971,150,0.28182941903584674,0
160.2,7.204785514820557,0.0062297797203063965,0.008525296250875143,0.7078651685393258,0.039950062421972535,150,0.29213483146067415,0
156.6,7.203609421810839,0.006316010909312216,0.008700927184684895,0.7151979565772669,0.04086845466155811,150,0.2848020434227331,0
163.6,7.20589944435593,0.006100859169277158,0.008906396460902438,0.7053789731051344,0.039119804400977995,150,0.2946210268948655,0
160.8,7.205429853188868,0.006207079845822763,0.009134593459946922,0.7101990049751243,0.03980099502487562,150,0.2898009950248756,0
159.6,7.202475945380988,0.006225707689522201,0.009369438889400292,0.7192982456140351,0.040100250626566414,150,0.2807017543859649,0
164.2,7.201356633194154,0.006092305008958025,0.009130425564344489,0.7149817295980512,0.0389768574908648,150,0.2850182704019488,0
165.4,7.203945620522673,0.006049880103972576,0.008780412271980573,0.713422007255139,0.03869407496977025,150,0.28657799274486095,0
35.4,1.5845503352460795,0.02838059717958624,0.03711432219188266,1.0,0.011299435028248588,3,0.0,1
36.0,1.584962500721156,0.02748397475514332,0.03711350011749305,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027474448667558212,0.03702911760651812,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027481068445983546,0.03698672728557567,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027475185234453425,0.037009351477441624,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.02747710323866519,0.03709029549808928,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027483625784932568,0.03709132801275842,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027260595193788328,0.036774490186004476,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027134586312917357,0.036622146502649264,1.0,0.011111111111111112,3,0.0,1
36.6,1.584962500721156,0.026945923710917377,0.03643579276000601,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.026727538842421312,0.03620059463494707,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.026742784531561883,0.03639520949295642,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.026909534747783955,0.03675251030190756,1.0,0.01092896174863388,3,0.0,1
37.0,1.584920270898428,0.02711228961529939,0.03698125306676566,1.0,0.010810810810810811,3,0.0,1
36.6,1.584962500721156,0.027168208426171608,0.037152999863772206,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.02720314329797095,0.03719854313631525,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.027214913577823848,0.0371055165690295,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.02721487689804245,0.03702682548241509,1.0,0.01092896174863388,3,0.0,1
36.2,1.5849185441861984,0.027609413199954563,0.0372742750984254,1.0,0.011049723756906077,3,0.0,1
36.0,1.584962500721156,0.027206434217911194,0.03715660958413924,1.0,0.011111111111111112,3,0.0,1
36.6,1.584962500721156,0.02704645513178228,0.03708107907164965,1.0,0.01092896174863388,3,0.0,1
37.2,1.584962500721156,0.026657652210544894,0.03662827785589427,1.0,0.010752688172043012,3,0.0,1
37.2,1.584962500721156,0.026582952447839685,0.03654393786393478,1.0,0.010752688172043012,3,0.0,1
37.2,1.584962500721156,0.02657439644272263,0.03648605127559869,1.0,0.010752688172043012,3,0.0,1
37.2,1.584962500721156,0.026625209241300015,0.036474293582818326,1.0,0.010752688172043012,3,0.0,1
36.6,1.584962500721156,0.02698061623416104,0.03679911913485461,1.0,0.01092896174863388,3,0.0,1
36.0,1.584962500721156,0.027148197483084054,0.03693528842609982,1.0,0.011111111111111112,3,0.0,1
36.6,1.584962500721156,0.02682598868569175,0.0366668058896664,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.026830501608796173,0.0367570254356688,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.02693691882458362,0.03694672890259549,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.026929220000466148,0.036906682313735686,1.0,0.01092896174863388,3,0.0,1
36.6,1.584962500721156,0.02711705716101678,0.03716171287569271,1.0,0.01092896174863388,3,0.0,1
36.0,1.584962500721156,0.02747914910982441,0.03748216140549398,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027483777626932666,0.03742306706227135,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027396806791507997,0.03726557405657745,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.02743914407058801,0.037219063575406594,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.02745785526723169,0.03731923464512513,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027487569681093015,0.037386000580190454,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.02747647589145426,0.03738491621107063,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027569523070777594,0.03743787675552504,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027471479756872082,0.03744943105457867,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027475968419506565,0.03735470933366924,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027472854326557182,0.037303789149607865,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027469762876713075,0.03730008865419846,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.0274748003016637,0.03731283487827846,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027484646056617438,0.03735562474433857,1.0,0.011111111111111112,3,0.0,1
36.0,1.584962500721156,0.027460571107917657,0.03738660798503183,1.0,0.011111111111111112,3,0.0,1
